feature,importance
cat__route_BOS_RSW,2.966373651911943e-05
cat__route_DEN_PHL,2.9393928450166027e-05
cat__Dest_RDM,2.9332299132547244e-05
cat__route_LAX_SEA,2.8840409998965976e-05
cat__route_ATL_HPN,2.8069489585651637e-05
cat__route_LAS_FLL,2.8048999932062193e-05
cat__Dest_BDL,2.802983572672679e-05
cat__route_ATL_EWR,2.7946224934717804e-05
cat__Dest_ANC,2.7491219900372984e-05
cat__route_SEA_SAN,2.738523130783704e-05
cat__route_PHX_SEA,2.736913426470555e-05
cat__route_JFK_DCA,2.72548453713021e-05
cat__route_SEA_ANC,2.724837876039227e-05
cat__route_EWR_SAN,2.724177694179663e-05
cat__route_JFK_TPA,2.7140139888944755e-05
cat__Dest_CMH,2.7136101997601668e-05
cat__Dest_RDU,2.6671039465165944e-05
cat__Dest_GSP,2.6492041587805038e-05
cat__route_BOS_LGA,2.6014550822699967e-05
cat__route_LAS_SLC,2.5818451906491244e-05
cat__Dest_AEX,2.5538195785317587e-05
cat__route_DCA_FLL,2.5518917203548208e-05
cat__route_DFW_SJT,2.5308460409400982e-05
cat__Dest_LGB,2.499130196878474e-05
cat__Dest_ABI,2.496461889207579e-05
cat__route_EWR_BOS,2.494841683911886e-05
cat__route_EWR_SJU,2.48339000828011e-05
cat__route_LAS_DAL,2.4754669136560363e-05
cat__route_DEN_TPA,2.471548685734906e-05
cat__Dest_PSC,2.4638382073188246e-05
cat__route_LAX_EWR,2.447328910594758e-05
cat__route_CLT_ATL,2.445930439752611e-05
cat__route_LGA_MIA,2.4355575683392747e-05
cat__route_SFO_SNA,2.4340891602620802e-05
cat__route_DEN_SMF,2.433794629997232e-05
cat__Dest_CLE,2.4261167403001516e-05
cat__route_DEN_ASE,2.4239816818036372e-05
cat__Dest_MCI,2.4049438008233727e-05
cat__route_LAX_SMF,2.401303009532794e-05
cat__route_DEN_COS,2.3740700984978837e-05
cat__route_LAS_SFO,2.3613799613475408e-05
cat__route_PHX_DAL,2.343308212020507e-05
cat__route_ATL_CLT,2.3368982621332504e-05
cat__route_SFO_MSP,2.3058739972741036e-05
cat__route_ATL_MCO,2.3051574242901348e-05
cat__route_ORD_TPA,2.262631458064607e-05
cat__Dest_AUS,2.2578477361490227e-05
cat__route_PHX_CLT,2.2497350179796068e-05
cat__route_MSP_DTW,2.208508232815129e-05
cat__Dest_RIC,2.2054515631187717e-05
cat__route_DCA_BOS,2.202843767719568e-05
cat__route_DEN_BUR,2.1995502404232724e-05
cat__route_LAX_ATL,2.1864252618777696e-05
cat__Dest_MSY,2.162246261942071e-05
cat__route_LAS_MCO,2.157670674255776e-05
cat__route_CLT_MCO,2.147118546957909e-05
cat__Dest_BOI,2.12622492053205e-05
cat__Dest_DSM,2.119630886721319e-05
cat__Dest_MYR,2.1194751930979037e-05
cat__route_DEN_JFK,2.102201778415504e-05
cat__route_DEN_IAD,2.0993355452741904e-05
cat__Dest_JAX,2.0959832549693367e-05
cat__Dest_SDF,2.0854540217058486e-05
cat__route_JFK_LAX,2.078770549676989e-05
cat__route_SEA_SFO,2.0730595029120123e-05
cat__route_SEA_RDM,2.0258652147559616e-05
cat__route_LAS_BWI,2.0096702178498786e-05
cat__route_LGA_DAL,2.009028909816611e-05
cat__route_PHX_ATL,2.0008189060829725e-05
cat__route_LAS_ORD,1.9916604421690748e-05
cat__route_ATL_BDL,1.980890992403558e-05
cat__Dest_GEG,1.9729252107910107e-05
cat__Dest_CHA,1.9526725668569925e-05
cat__route_LAX_LIH,1.9211852760490307e-05
cat__route_LAX_MCO,1.920585038622518e-05
cat__route_DEN_HOU,1.9061276314642116e-05
cat__route_LAX_DEN,1.9005378542990738e-05
cat__route_DEN_MCI,1.8859872690675414e-05
cat__route_DCA_ORD,1.8663449111812404e-05
cat__Dest_LIH,1.863389895814102e-05
cat__route_DTW_CLT,1.860476901987317e-05
cat__route_MCO_HNL,1.838257099212972e-05
cat__route_DEN_ATL,1.8329311866219576e-05
cat__Dest_HPN,1.8181599905136148e-05
cat__Dest_ABE,1.8179408571848252e-05
cat__route_ATL_GNV,1.8166657547398507e-05
cat__route_DFW_SNA,1.811783149274527e-05
cat__route_IAH_DAL,1.8037661283135018e-05
cat__route_LAS_RNO,1.8012687237418516e-05
cat__route_LAS_SEA,1.7956042919671945e-05
cat__route_MCO_DTW,1.77943516203613e-05
cat__Dest_IND,1.763791617006137e-05
cat__route_JFK_RDU,1.760613105726241e-05
cat__route_LAS_MKE,1.7445468874450452e-05
cat__route_ATL_XNA,1.7424215986945517e-05
cat__route_JFK_ABQ,1.7404964969680118e-05
cat__Dest_DAY,1.7363522170550356e-05
cat__route_ORD_DAL,1.735524890364968e-05
cat__Dest_EUG,1.7346754116856973e-05
cat__route_ATL_DCA,1.7268491195226516e-05
cat__route_ATL_BNA,1.7242251148600226e-05
cat__route_DEN_DFW,1.7115965878532684e-05
cat__route_LAS_LAX,1.708167233633691e-05
cat__route_DTW_MCO,1.707123237517893e-05
cat__route_SFO_SAN,1.6963922692092453e-05
cat__route_ATL_DAY,1.682772374913361e-05
cat__Dest_AVL,1.6674336116184523e-05
cat__route_DFW_SPS,1.655171280425533e-05
cat__Dest_ISP,1.647240245039141e-05
cat__route_ORD_EWR,1.643529355777555e-05
cat__route_SEA_SNA,1.6369755255670655e-05
cat__route_MCO_MDW,1.6369332766442123e-05
cat__route_LGA_HOU,1.631844340611474e-05
cat__Dest_TYS,1.6302579620742588e-05
cat__route_BOS_ATL,1.6267260931466848e-05
cat__Dest_CWA,1.6166209339092563e-05
cat__route_EWR_PDX,1.6092856755032453e-05
cat__route_JFK_PIT,1.6087936171973984e-05
cat__route_PHX_DFW,1.6022511535511137e-05
cat__route_DFW_EUG,1.595669578358084e-05
cat__route_SFO_PHX,1.5938277995653938e-05
cat__route_LAS_JFK,1.592959550681755e-05
cat__Dest_BUF,1.5851229918098226e-05
cat__route_LAS_IND,1.5821866028228774e-05
cat__route_LAS_OAK,1.5812656063861797e-05
cat__route_EWR_ORD,1.5684830776760043e-05
cat__route_DTW_JFK,1.5668369053013687e-05
cat__route_SEA_JFK,1.564128583763489e-05
cat__route_EWR_HNL,1.5627622453308082e-05
cat__route_PHX_FLL,1.5502332554787654e-05
cat__Dest_SAT,1.5418810201337353e-05
cat__route_LAX_IAH,1.5315551769538098e-05
cat__Dest_AGS,1.521543215269263e-05
cat__route_ATL_MCI,1.5200156187820498e-05
cat__route_SFO_SLC,1.5157877717898608e-05
cat__route_CLT_BWI,1.5125358999179801e-05
cat__route_BOS_PHL,1.511864216182556e-05
cat__route_LAX_OAK,1.4979650865196535e-05
cat__route_SFO_DTW,1.4969566682792744e-05
cat__route_MCO_ATL,1.4960676387107658e-05
cat__route_DFW_LAX,1.4952554580231183e-05
cat__Dest_XNA,1.4945758076238327e-05
cat__route_MCO_LAX,1.4936186780800357e-05
cat__route_SEA_BOI,1.4881995220636433e-05
cat__route_ATL_RSW,1.4865117392742709e-05
cat__route_DEN_OMA,1.4818172121191948e-05
cat__route_DEN_SAN,1.4768817718568834e-05
cat__route_EWR_MSP,1.4761100223513424e-05
cat__route_SEA_PSC,1.4730311303510305e-05
cat__Dest_SPS,1.470888906542413e-05
cat__route_LGA_TPA,1.457362734349407e-05
cat__route_MSP_MCO,1.4572290924627146e-05
cat__route_SEA_MCO,1.4555163754102953e-05
cat__route_LAS_SAN,1.4513470995726263e-05
cat__route_MCO_BDL,1.4402104106118581e-05
cat__route_LAX_DFW,1.4379046769195198e-05
cat__route_MIA_LAX,1.4370388146309476e-05
cat__route_PHX_OAK,1.4367425202092823e-05
cat__route_LAS_DFW,1.436342945543822e-05
cat__route_JFK_CLE,1.4347623446409475e-05
cat__route_PHX_PHL,1.4311604055813748e-05
cat__Dest_JAC,1.4303053816557476e-05
cat__route_IAH_EWR,1.4277859473069192e-05
cat__Dest_TUL,1.4194781609331983e-05
cat__Dest_MKE,1.4027800480525389e-05
cat__route_ATL_TUL,1.3987585831077654e-05
cat__Dest_OKC,1.3912272825799604e-05
cat__Dest_MLU,1.3869475996227584e-05
cat__Dest_SYR,1.3865196655397128e-05
cat__route_DTW_LEX,1.3778211137443601e-05
cat__route_JFK_IND,1.3777415145400157e-05
cat__route_JFK_SAN,1.3757664191192396e-05
cat__Dest_TUS,1.3723794734529065e-05
cat__route_LAX_LAS,1.3635630228486091e-05
cat__route_ATL_HSV,1.3613381370557272e-05
cat__Dest_CID,1.3504974870787027e-05
cat__route_BOS_TPA,1.3445576511498279e-05
cat__route_EWR_RDU,1.33701797364973e-05
cat__route_EWR_DEN,1.3325874083834098e-05
cat__route_ORD_FLL,1.3175594225705574e-05
cat__route_SEA_BOS,1.3150679058251518e-05
cat__Dest_SJT,1.3146089147963079e-05
cat__route_MCO_HOU,1.3137836915021907e-05
cat__route_LAS_CVG,1.312572196199554e-05
cat__route_ATL_DAL,1.3102030704738977e-05
cat__Dest_GRR,1.3009301510331085e-05
cat__route_EWR_IAH,1.289731912215194e-05
cat__route_ORD_MCO,1.285114872044543e-05
cat__route_MIA_MCO,1.2840297894505859e-05
cat__route_PHX_DEN,1.2832809245976951e-05
cat__route_ORD_DEN,1.2800250722854722e-05
cat__route_LAS_SNA,1.277522706403988e-05
cat__route_SFO_BUR,1.2695226840101925e-05
cat__route_LAS_ATL,1.2678831458086376e-05
cat__route_LGA_PBI,1.2677296761287132e-05
cat__route_PHX_DCA,1.2668400269913773e-05
cat__route_MCO_DCA,1.2607190144857807e-05
cat__route_LAS_DTW,1.2595293377563097e-05
cat__route_ATL_RIC,1.256093543298378e-05
cat__route_LAS_BOS,1.2532331847296507e-05
cat__Dest_JAN,1.2474473554806503e-05
cat__route_DCA_MCO,1.2469719966732815e-05
cat__Dest_ORF,1.2419310636949066e-05
cat__route_MCO_MIA,1.2381300406466767e-05
cat__route_MCO_CMH,1.2364162875009062e-05
cat__route_JFK_SLC,1.2356211958637355e-05
cat__Dest_PNS,1.2195970343262129e-05
cat__route_DEN_ORD,1.2178839734574596e-05
cat__route_ATL_IAH,1.2141863118254333e-05
cat__route_SEA_DEN,1.2118699995642466e-05
cat__route_JFK_LAS,1.205928679469743e-05
cat__route_BOS_ORD,1.2056382188669866e-05
cat__Dest_EYW,1.2040907287018498e-05
cat__Dest_MSN,1.2034081643191521e-05
cat__route_LAX_SJC,1.2020511855357585e-05
cat__route_BOS_PBI,1.1911487696367359e-05
cat__Dest_MDT,1.185952046022355e-05
cat__route_JFK_PHX,1.1817040744926458e-05
cat__route_DCA_LGA,1.1780426086100614e-05
cat__route_DFW_PHL,1.1763846076880081e-05
cat__route_SFO_SBA,1.1754946468026475e-05
cat__Dest_CHS,1.175303676286032e-05
cat__Dest_RNO,1.1711860495633116e-05
cat__route_MIA_EYW,1.1700293542707321e-05
cat__route_ATL_FLL,1.1657682875097559e-05
cat__route_ATL_JAN,1.164280990440398e-05
cat__route_LGA_ORD,1.1621222128215196e-05
cat__route_DEN_OGG,1.156675977995953e-05
cat__route_ATL_AVL,1.1549086400110123e-05
cat__route_EWR_MCI,1.1526845575470113e-05
cat__route_EWR_CLT,1.1491075535607109e-05
cat__Dest_OMA,1.1479080813437149e-05
cat__Dest_GSO,1.147246064337543e-05
cat__route_BOS_MDW,1.1404513871747329e-05
cat__route_ATL_BOS,1.1382727793506664e-05
cat__route_ATL_DFW,1.1333019934538054e-05
cat__Dest_MBS,1.1309527697125654e-05
cat__route_LAS_CLE,1.129428859908734e-05
cat__route_ATL_OKC,1.1244381965433601e-05
cat__route_PHX_SAN,1.11879575102243e-05
cat__route_LAX_HNL,1.1156357538328655e-05
cat__Dest_GPT,1.115474798546968e-05
cat__route_DEN_PIT,1.1128193538144625e-05
cat__route_DTW_PHX,1.1100344576893052e-05
cat__route_BOS_MIA,1.104902631821495e-05
cat__route_EWR_SLC,1.1018744267454057e-05
cat__route_ATL_ICT,1.097358135249744e-05
cat__route_MSP_DEN,1.0944430643188275e-05
cat__route_SEA_GEG,1.093916231560905e-05
cat__route_DTW_SEA,1.0927614477223062e-05
cat__route_ATL_BWI,1.0909948977563703e-05
cat__route_DCA_IAH,1.0873596913205829e-05
cat__Dest_FSD,1.0843107193839872e-05
cat__route_DCA_ATL,1.0838713487209142e-05
cat__Dest_ILM,1.0779785585125217e-05
cat__route_ATL_IND,1.0774919027229508e-05
cat__route_ATL_RDU,1.0716900642770722e-05
cat__route_LAX_IAD,1.0704419133690563e-05
cat__route_MCO_MSY,1.0683205110031687e-05
cat__Dest_STT,1.0655624078165716e-05
cat__route_MSP_PDX,1.0642197639282226e-05
cat__route_PHX_LBB,1.0636661277696222e-05
cat__Dest_PVD,1.0620424748232663e-05
cat__route_DEN_RNO,1.0607063064508441e-05
cat__route_ATL_IAD,1.0604458183861388e-05
cat__Dest_SBA,1.0587096569315775e-05
cat__route_PHX_MSP,1.0585573587887542e-05
cat__route_LAS_AUS,1.0582553010825854e-05
cat__route_PHX_BOS,1.0548104482119796e-05
cat__route_DEN_BOS,1.0420074381280925e-05
cat__route_LGA_RSW,1.0409279957992852e-05
cat__route_JFK_DEN,1.0396381341952765e-05
cat__route_BOS_EWR,1.0362107136026933e-05
cat__Dest_MEM,1.0331227701630917e-05
cat__route_DEN_IAH,1.032084972277087e-05
cat__route_SEA_HNL,1.0267749491875711e-05
cat__route_DEN_SLC,1.0242017801530303e-05
cat__route_PHX_LAS,1.0186806343168047e-05
cat__route_BOS_DEN,1.01571150898888e-05
cat__route_SFO_DEN,1.0137108164053843e-05
cat__Dest_AZO,1.0129564867525981e-05
cat__Dest_BMI,1.0039661743239959e-05
cat__Dest_ICT,1.0037018031819323e-05
cat__Dest_ALB,1.0030110808465155e-05
cat__route_LAX_FLL,9.981919813873183e-06
cat__route_DEN_TUS,9.960612969140836e-06
cat__route_IAH_JFK,9.958322540007803e-06
cat__route_DCA_BUF,9.951893975797884e-06
cat__route_EWR_SEA,9.951689226312941e-06
cat__Dest_BHM,9.942701244574638e-06
cat__route_ATL_TPA,9.922503902427554e-06
cat__route_ATL_MIA,9.922430285650778e-06
cat__route_BOS_BWI,9.913734492958631e-06
cat__route_PHX_IAH,9.901123888979713e-06
cat__route_DEN_DTW,9.869405675218957e-06
cat__Dest_ECP,9.854513031632914e-06
cat__route_DEN_SHR,9.840210618204254e-06
cat__Dest_HSV,9.797112505446204e-06
cat__route_DEN_SNA,9.793260289267325e-06
cat__route_LAX_BOS,9.781487992840562e-06
cat__route_SFO_SEA,9.713250117802019e-06
cat__Dest_FLG,9.670600958460122e-06
cat__route_SEA_DFW,9.611306693145669e-06
cat__route_DTW_MDW,9.548053397362069e-06
cat__route_DTW_MYR,9.546839792359542e-06
cat__route_DTW_CVG,9.540621345372863e-06
cat__route_ORD_BOS,9.539357045229411e-06
cat__route_LAX_MIA,9.536935779739428e-06
cat__Dest_PSP,9.513661731694951e-06
cat__route_SFO_PDX,9.46927436605507e-06
cat__route_LAX_MDW,9.465290719145919e-06
cat__route_SEA_EUG,9.457530287211264e-06
cat__route_DCA_DEN,9.4459314044576e-06
cat__Dest_MHK,9.427603812336678e-06
cat__route_SEA_LAX,9.41792281706136e-06
cat__route_PHX_SLC,9.39686781948463e-06
cat__route_EWR_DTW,9.386937815839476e-06
cat__Dest_PSE,9.380215477098699e-06
cat__Dest_MAF,9.250065932081546e-06
cat__route_ORD_PIT,9.22998498848565e-06
cat__route_PHX_OKC,9.193548488368183e-06
cat__route_PHX_BUR,9.185445204061985e-06
cat__route_MCO_ORD,9.167159799240305e-06
cat__route_LAX_DAL,9.159522067775766e-06
cat__route_SEA_ATL,9.107720121866891e-06
cat__route_PHX_BWI,9.102684991605262e-06
cat__route_EWR_ATL,9.04567598613541e-06
cat__Dest_GJT,9.030702587398215e-06
cat__route_BOS_PIT,9.008601038643232e-06
cat__route_PHX_TUS,8.990607243687815e-06
cat__Dest_SAV,8.966376493209239e-06
cat__route_EWR_IAD,8.962905411265622e-06
cat__route_JFK_SEA,8.943805702131325e-06
cat__Dest_ROC,8.925039910777186e-06
cat__Dest_SHR,8.869192977140472e-06
cat__route_SEA_SJC,8.827488313722478e-06
cat__route_MCO_STL,8.824721980225656e-06
cat__route_DFW_GGG,8.816764919091143e-06
cat__route_ATL_SJU,8.815560527940221e-06
cat__route_DFW_LGA,8.799058373676805e-06
cat__route_ATL_DEN,8.778878875490757e-06
cat__route_IAH_HNL,8.754507949514869e-06
cat__route_CLT_DTW,8.70582313761005e-06
cat__route_MCO_IAH,8.701961643466973e-06
cat__route_BOS_CVG,8.693984137279739e-06
cat__route_ATL_CAE,8.684584559551557e-06
cat__Dest_EGE,8.671506989485147e-06
cat__Dest_LIT,8.661345163437009e-06
cat__route_DEN_MSP,8.6507977130333e-06
cat__route_EWR_DFW,8.635688568895806e-06
cat__route_MSP_BRD,8.60229928755702e-06
cat__route_JFK_BUF,8.595930895150547e-06
cat__route_DTW_RDU,8.576260315838478e-06
cat__route_ATL_MSP,8.55252576498181e-06
cat__Dest_BZN,8.538475576417043e-06
cat__route_ATL_TYS,8.522340919515985e-06
cat__route_SEA_ONT,8.488222752442702e-06
cat__route_DCA_TPA,8.470963617419677e-06
cat__route_ATL_VPS,8.470618403921062e-06
cat__route_DEN_GCC,8.45880621883387e-06
cat__route_LAS_PDX,8.450947402489353e-06
cat__route_LAX_ORD,8.448960627046821e-06
cat__route_ATL_MDT,8.445760096369136e-06
cat__route_LAS_DEN,8.436442962203906e-06
cat__route_ATL_ORD,8.377250052972021e-06
cat__route_BOS_SAN,8.36324649618349e-06
cat__route_BOS_JFK,8.362892709179577e-06
cat__route_PHX_SCK,8.352675716422739e-06
cat__route_JFK_BWI,8.351290452491958e-06
cat__route_JFK_PWM,8.329757022752701e-06
cat__route_ATL_CVG,8.32084897730546e-06
cat__Dest_ABY,8.302972308970321e-06
cat__route_JFK_SYR,8.301510416180734e-06
cat__route_ORD_BWI,8.259001332740987e-06
cat__route_ATL_AEX,8.25645487523213e-06
cat__route_ATL_TLH,8.256231112700209e-06
cat__route_ORD_RDU,8.254770234479771e-06
cat__Dest_BFL,8.233111538010997e-06
cat__Dest_BLI,8.184671417265303e-06
cat__route_MIA_BNA,8.173842695177475e-06
cat__Dest_ELP,8.15673075572343e-06
cat__route_PHX_DTW,8.131029041275948e-06
cat__route_DCA_DAL,8.112642036941578e-06
cat__route_PHX_MIA,8.110524464897276e-06
cat__route_DTW_ATL,8.105642135974513e-06
cat__route_LAX_AUS,8.047345260991713e-06
cat__route_DFW_MGM,8.04226587740575e-06
cat__route_SEA_OAK,8.020134663877088e-06
cat__route_ATL_ATW,7.971471770125904e-06
cat__route_MSP_ATL,7.941437841666363e-06
cat__route_LAS_HNL,7.916118785359065e-06
cat__route_DFW_DSM,7.91052631219028e-06
cat__route_ATL_JAX,7.87895819111671e-06
cat__route_ORD_FNT,7.848847543881455e-06
cat__route_DTW_MSP,7.840924951415154e-06
cat__Dest_ATW,7.807471406568337e-06
cat__route_SEA_PDX,7.787829717135294e-06
cat__route_LGA_DFW,7.76613853873088e-06
cat__Dest_CAE,7.746946962895251e-06
cat__Dest_PAE,7.744187055430928e-06
cat__route_LAX_KOA,7.74223215354539e-06
cat__route_DTW_BNA,7.72586149185717e-06
cat__Dest_VPS,7.678261399715884e-06
cat__route_BOS_DFW,7.670927911031974e-06
cat__Dest_ABQ,7.641366805824169e-06
cat__Dest_CYS,7.612076254445036e-06
cat__route_ATL_CMH,7.586837074178228e-06
