feature,importance
cat__route_LAS_DFW,1.1033222309702838e-05
cat__Dest_ELP,1.1031786440824315e-05
cat__route_IAH_JFK,1.1002437219487917e-05
cat__route_JFK_AUS,1.0976821971446895e-05
cat__route_ATL_BDL,1.0967483442284364e-05
cat__Dest_ABQ,1.0923237559109432e-05
cat__route_SFO_SLC,1.0922328571110849e-05
cat__route_LAX_IAD,1.0914074073052916e-05
cat__route_BOS_BWI,1.0911268569094045e-05
cat__route_PHX_FLL,1.0902986370109026e-05
cat__route_MSP_DEN,1.0899089845975857e-05
cat__route_MCO_ISP,1.087561894760892e-05
cat__route_BOS_TPA,1.074758385363024e-05
cat__Dest_CID,1.0736076504800257e-05
cat__route_JFK_ORF,1.0735334804678374e-05
cat__route_DTW_MSP,1.0601711040006539e-05
cat__route_LAS_ORD,1.0597140657947074e-05
cat__Dest_ECP,1.0586948093341225e-05
cat__route_DFW_ELP,1.0461674730098754e-05
cat__route_DTW_TPA,1.0451547685536414e-05
cat__route_DFW_GGG,1.0428506571092928e-05
cat__route_ATL_JAN,1.0422750551874826e-05
cat__route_MSP_PDX,1.0418032506838307e-05
cat__Dest_SJT,1.0408704409804054e-05
cat__Dest_SHR,1.040706991614443e-05
cat__route_ATL_FLL,1.0282518166893032e-05
cat__route_PHX_MSP,1.0258660864405238e-05
cat__Dest_SBA,1.0212180853955138e-05
cat__route_ATL_LAS,1.0191750293110277e-05
cat__Dest_BRD,1.018417991155425e-05
cat__route_LAX_MDW,1.0109991950311673e-05
cat__route_SEA_ONT,1.0033509031507865e-05
cat__route_MCO_HOU,1.002059413843234e-05
cat__Dest_ORF,1.0002371068154102e-05
cat__route_MIA_EYW,9.977041726351477e-06
cat__Dest_HSV,9.949451801253703e-06
cat__Dest_GRB,9.930560506063538e-06
cat__route_MSP_PHX,9.9242780205211e-06
cat__route_ATL_PBI,9.880510467718965e-06
cat__route_SFO_MSP,9.880188984502362e-06
cat__route_MCO_DCA,9.86188424476916e-06
cat__route_DCA_PBI,9.851250629228252e-06
cat__route_ATL_DCA,9.843098181388254e-06
cat__Dest_GTF,9.82136210401601e-06
cat__route_ATL_HOU,9.813647498777754e-06
cat__route_LAX_PHL,9.761636333619601e-06
cat__route_MCO_MSP,9.75755564865961e-06
cat__route_SEA_DEN,9.74939597278258e-06
cat__route_IAH_ASE,9.714341569903286e-06
cat__route_LAX_IAH,9.714086794411436e-06
cat__route_LAS_CVG,9.703116395914962e-06
cat__route_PHX_FLG,9.667992721331477e-06
cat__Dest_SBN,9.659649984966725e-06
cat__Dest_MYR,9.638069778772961e-06
cat__route_ATL_JAX,9.615255426794499e-06
cat__route_IAH_HNL,9.543693080112007e-06
cat__route_BOS_SAN,9.542936029067297e-06
cat__route_DFW_DSM,9.534184345080376e-06
cat__route_CLT_ECP,9.520865867464856e-06
cat__route_IAH_MCO,9.460862932681853e-06
cat__route_DEN_RIW,9.453923114055537e-06
cat__route_EWR_ATL,9.44886073615309e-06
cat__route_ATL_DAY,9.447847232210093e-06
cat__Dest_ROA,9.440297134793052e-06
cat__Dest_MTJ,9.438525613615934e-06
cat__Dest_RDD,9.423147001883462e-06
cat__route_JFK_CLT,9.41406224265382e-06
cat__Dest_BTR,9.40291710077081e-06
cat__route_JFK_SAN,9.382645940731178e-06
cat__route_PHX_MIA,9.368569872946317e-06
cat__route_PHX_BWI,9.363700759761538e-06
cat__route_LAX_TUS,9.362590607748679e-06
cat__Dest_ROC,9.329132577115784e-06
cat__route_CLT_DFW,9.32372779149939e-06
cat__route_DFW_ABI,9.268329205539516e-06
cat__route_ATL_HSV,9.256134000462486e-06
cat__route_DTW_EWR,9.247471356262622e-06
cat__route_DFW_GEG,9.244234764539748e-06
cat__route_MCO_CLT,9.181345231799661e-06
cat__route_MIA_LAX,9.155438440941977e-06
cat__Dest_TUS,9.148558169141129e-06
cat__route_SEA_JFK,9.120486040917312e-06
cat__route_SFO_BOI,9.096759097564025e-06
cat__route_ORD_TPA,9.0731106635441e-06
cat__route_DEN_EWR,8.989889649600938e-06
cat__Dest_LCH,8.965390746397178e-06
cat__route_SEA_OAK,8.953789679056062e-06
cat__Dest_LGB,8.951916309502863e-06
cat__route_PHX_PSP,8.9414108081092e-06
cat__route_ORD_ASE,8.888923665857918e-06
cat__route_ATL_BNA,8.860815317808313e-06
cat__route_EWR_SLC,8.812286993271045e-06
cat__route_BOS_CVG,8.788912839856531e-06
cat__route_PHX_DCA,8.783746070593372e-06
cat__route_DEN_CLE,8.773446082879937e-06
cat__route_BOS_MDW,8.71376437264994e-06
cat__route_DCA_BNA,8.640524622231445e-06
cat__route_ORD_DTW,8.639652919602771e-06
cat__route_DEN_DTW,8.636711895943426e-06
cat__route_DEN_ORD,8.620987591581673e-06
cat__route_EWR_HNL,8.58765748854466e-06
cat__Dest_BFL,8.54457033350767e-06
cat__Dest_PNS,8.529311312835949e-06
cat__Dest_IDA,8.506049010550658e-06
cat__route_SEA_LAX,8.505844321561902e-06
cat__route_PHX_RNO,8.49225518796647e-06
cat__route_CLT_DTW,8.456662430090833e-06
cat__route_LAX_SLC,8.450381915486194e-06
cat__route_DTW_FLL,8.42490754370888e-06
cat__Dest_SPS,8.417294532659978e-06
cat__route_DEN_LAX,8.387195821594886e-06
cat__Dest_MLI,8.378197548902514e-06
cat__route_ATL_BMI,8.35098912637617e-06
cat__Dest_PSP,8.311849300930238e-06
cat__Dest_AGS,8.288070977382579e-06
cat__Dest_KOA,8.227396945586673e-06
cat__route_EWR_MSP,8.226439262963779e-06
cat__route_ORD_FLL,8.218078540889373e-06
cat__route_DTW_ORD,8.186949812331509e-06
cat__route_MCO_STL,8.116609463131712e-06
cat__Dest_CSG,8.09512817878342e-06
cat__route_DFW_PNS,8.092748523198329e-06
cat__route_ATL_ECP,8.075918742613234e-06
cat__route_JFK_RDU,8.049693493426632e-06
cat__Dest_PSE,8.032319553190248e-06
cat__route_ORD_DEN,8.007317034481228e-06
cat__route_SFO_PDX,7.965838076550052e-06
cat__route_LAS_BOS,7.939113905460086e-06
cat__route_MIA_JAX,7.904671486166921e-06
cat__Dest_GRR,7.901674876347026e-06
cat__route_ATL_EVV,7.873068237444718e-06
cat__route_ORD_BOS,7.852643409803802e-06
cat__route_CLT_BWI,7.838213016219068e-06
cat__route_ORD_SFO,7.789656224446976e-06
cat__route_EWR_RDU,7.779598299407318e-06
cat__route_IAH_SAT,7.745828146434003e-06
cat__route_MSP_CVG,7.739755735258317e-06
cat__route_PHX_SAN,7.736954123527433e-06
cat__route_LAX_ABQ,7.719842853554991e-06
cat__route_MSP_ORD,7.710923105690702e-06
cat__route_ATL_ABE,7.707465193328444e-06
cat__route_EWR_DFW,7.705935219699385e-06
cat__route_PHX_SCK,7.689237089023038e-06
cat__route_ATL_MDW,7.676673953089002e-06
cat__route_LGA_MDW,7.669743891383928e-06
cat__route_DEN_SHR,7.665681939229883e-06
cat__route_DCA_ORF,7.660266337967637e-06
cat__route_LAS_MSY,7.642541981423544e-06
cat__route_ATL_GPT,7.641769532517773e-06
cat__route_LAX_ASE,7.639434405349558e-06
cat__route_SEA_PSC,7.607173867608282e-06
cat__Dest_ALB,7.580292792770769e-06
cat__route_EWR_IAH,7.5751691067180615e-06
cat__route_DTW_ABE,7.571979157214202e-06
cat__route_DEN_ANC,7.556701126140141e-06
cat__route_DEN_MIA,7.544514521705932e-06
cat__route_DEN_CYS,7.531302433446973e-06
cat__route_JFK_BWI,7.517162406695121e-06
cat__route_LAS_IND,7.501013844722711e-06
cat__route_ATL_IND,7.497517566650649e-06
cat__route_PHX_ORD,7.441226645701514e-06
cat__route_SEA_SNA,7.435158649606039e-06
cat__Dest_LAN,7.420892714895948e-06
cat__Dest_BHM,7.420536336034339e-06
cat__route_SEA_MIA,7.382059984358935e-06
cat__route_EWR_ALB,7.367829211844719e-06
cat__Dest_TVC,7.365444976316407e-06
cat__route_ATL_ORD,7.336490008765905e-06
